Project  Name,Floor,product_id,Status ,Bedrooms,Bathrooms,View Orientation,Size per m sqaured,Initial Price (posted) in UF Chileno,Initial Price per m squared,Sold Price in UF Chileno,Sold Price per m squared,Region,Date
EDIFICIO SAN CRISTÓBAL,4,404,Available,1,1,E,30,2330,77.67,2330,77.67,Santiago,3/15/2022 16:02
EDIFICIO SAN CRISTÓBAL,4,405,Available,3,2,NE,73,4773,65.38,4773,65.38,Santiago,10/31/2022 13:13
EDIFICIO SAN CRISTÓBAL,4,406,Available,3,2,NW,82,4804,58.59,4804,58.59,Santiago,10/30/2022 14:23
EDIFICIO SAN IGNACIO,4,401,Sold,2,2,NE,64,3374,52.72,3374,52.72,Santiago,1/3/2019
EDIFICIO SAN IGNACIO,4,402,Sold,2,1,N,49,2659,54.27,2659,54.27,Santiago,2/8/2019
EDIFICIO SAN IGNACIO,4,403,Sold,2,2,N,56,3590,64.11,3590,64.11,Santiago,2/4/2021
EDIFICIO SAN IGNACIO,4,404,Sold,2,2,NW,64,3201,50.02,3201,50.02,Santiago,2/6/2019
EDIFICIO SAN IGNACIO,4,405,Sold,2,2,SW,64,3205,50.08,3205,50.08,Santiago,5/22/2019
EDIFICIO SAN IGNACIO,4,406,Sold,2,2,S,55,3200,58.18,3200,58.18,Santiago,8/23/2019
EDIFICIO SAN IGNACIO,4,407,Sold,2,1,S,47,2980,63.4,2980,63.4,Santiago,10/10/2019
EDIFICIO SAN IGNACIO,4,408,Sold,2,2,SE,64,3420,53.44,3420,53.44,Santiago,8/12/2020
EdificioTerraza Vivaceta,4,401,Available,3,2,NE,70,4856,69.37,4856,69.37,Santiago,8/25/2022 12:46
EdificioTerraza Vivaceta,4,402,Available,2,1,N,50,3365,67.3,3365,67.3,Santiago,8/31/2022 18:23
EdificioTerraza Vivaceta,4,403,Available,2,1,N,50,3469,69.38,3469,69.38,Santiago,8/22/2022 13:32
EdificioTerraza Vivaceta,4,404,Available,2,1,N,50,3469,69.38,3469,69.38,Santiago,7/14/2022 18:42
EdificioTerraza Vivaceta,4,405,Available,2,1,N,49,3469,70.8,3469,70.8,Santiago,9/21/2022 15:33
EdificioTerraza Vivaceta,4,406,Available,2,1,N,50,3469,69.38,3469,69.38,Santiago,7/13/2022 13:50
EdificioTerraza Vivaceta,4,407,Available,2,1,N,50,3469,69.38,3469,69.38,Santiago,7/13/2022 13:50
EdificioTerraza Vivaceta,4,408,Available,2,1,N,55,3701,67.29,3701,67.29,Santiago,7/13/2022 13:51
EdificioTerraza Vivaceta,4,409,Available,2,2,N,64,4129,64.52,4129,64.52,Santiago,8/25/2022 12:08
EdificioTerraza Vivaceta,4,410,Available,2,2,S,64,4129,64.52,4129,64.52,Santiago,7/13/2022 14:39
EdificioTerraza Vivaceta,4,411,Available,2,1,S,55,3907,71.04,3907,71.04,Santiago,7/13/2022 13:51
EdificioTerraza Vivaceta,4,412,Available,2,1,S,48,3825,79.69,3825,79.69,Santiago,8/25/2022 12:08
EdificioTerraza Vivaceta,4,413,Available,2,2,S,57,3907,68.54,3907,68.54,Santiago,7/13/2022 14:39
EdificioTerraza Vivaceta,4,414,Available,2,2,S,57,3907,68.54,3907,68.54,Santiago,7/27/2022 13:54
EdificioTerraza Vivaceta,4,415,Available,2,2,S,57,3907,68.54,3907,68.54,Santiago,7/27/2022 18:01
EdificioTerraza Vivaceta,4,416,Available,2,2,S,57,3907,68.54,3907,68.54,Santiago,10/10/2022 16:03
EdificioTerraza Vivaceta,4,417,Available,2,2,S,57,3907,68.54,3907,68.54,Santiago,7/13/2022 14:39
EdificioTerraza Vivaceta,4,418,Available,3,2,SE,70,4710,67.29,4710,67.29,Santiago,8/5/2022 17:54
GRAN PACIFICO IV,4,401,Available,2,2,NW,60,3848,64.13,3848,64.13,Santiago,3/26/2022 10:37
GRAN PACIFICO IV,4,402,Available,1,1,W,44,3283,74.61,3283,74.61,Santiago,9/28/2021 15:33
GRAN PACIFICO IV,4,403,Available,2,2,SW,60,3685,61.42,3685,61.42,Santiago,5/22/2022 3:32
GRAN PACIFICO IV,4,404,Available,4,3,SE,97,5913,60.96,5913,60.96,Santiago,3/5/2020 5:29
GRAN PACIFICO IV,4,405,Available,4,3,NE,97,6076,62.64,6076,62.64,Santiago,2/22/2020 2:18
MIRADOR DE LA RECOLETA,4,402,Sold,2,2,N,60,2550,42.5,2550,42.5,Santiago,12/27/2018
MIRADOR DE LA RECOLETA,4,403,Sold,1,1,N,40,2218,55.45,2218,55.45,Santiago,12/27/2018
MIRADOR DE LA RECOLETA,4,404,Sold,2,2,N,60,2227,37.12,2227,37.12,Santiago,12/27/2018
MIRADOR DE LA RECOLETA,4,405,Sold,3,2,NE,78,4005,51.35,4005,51.35,Santiago,2/27/2020
MIRADOR DE LA RECOLETA,4,406,Sold,3,2,SE,78,3856,49.44,3856,49.44,Santiago,12/28/2018
MIRADOR DE LA RECOLETA,4,407,Sold,2,2,S,49,1814,37.02,1814,37.02,Santiago,12/28/2018
MIRADOR DE LA RECOLETA,4,408,Sold,2,2,S,59,2634,44.64,2634,44.64,Santiago,12/28/2018
MIRADOR DE LA RECOLETA,4,409,Sold,3,2,SW,78,3556,45.59,3556,45.59,Santiago,12/28/2018
VISTA PACIFICO,4,401,Available,4,4,N,133,9537,71.71,9537,71.71,Norte,2/19/2022 11:33
VISTA PACIFICO,4,402,Available,4,3,NW,147,11363,77.3,11363,77.3,Norte,1/16/2022 18:04
VISTA PACIFICO,4,403,Available,4,3,SW,146,10610,72.67,10610,72.67,Norte,5/10/2022 14:00
VISTA PACIFICO,4,404,Available,4,4,S,133,9060,68.12,9060,68.12,Norte,3/16/2022 15:45
VISTA PACIFICO,4,405,Available,4,4,SE,145,10193,70.3,10193,70.3,Norte,3/16/2022 15:52
VISTA PACIFICO,4,406,Available,4,4,NE,146,10373,71.05,,,Norte,
ARQ. SAN MIGUEL,3,301,Sold,2,2,NW,80,2450,30.63,2450,30.63,Santiago,2/5/2019
ARQ. SAN MIGUEL,3,302,Sold,2,2,NE,80,2750,34.38,2750,34.38,Santiago,2/5/2019
ARQ. SAN MIGUEL,3,303,Sold,2,2,E,73,2409,33,2409,33,Santiago,2/5/2019
ARQ. SAN MIGUEL,3,304,Sold,2,2,SE,80,2487,31.09,2487,31.09,Santiago,2/5/2019
ARQ. SAN MIGUEL,3,305,Sold,2,2,SW,80,2317,28.96,2317,28.96,Santiago,2/6/2019
ARQ. SAN MIGUEL,3,306,Sold,2,2,SW,73,2104,28.82,2104,28.82,Santiago,2/6/2019
CONDOMINIO GRAN PACIFICIO TORRE 4,3,301,Available,4,3,SE,99,6391,64.56,,,Santiago,
CONDOMINIO GRAN PACIFICIO TORRE 4,3,302,Available,2,2,SW,60,4141,69.02,,,Santiago,
CONDOMINIO GRAN PACIFICIO TORRE 4,3,303,Available,4,3,NW,105,7217,68.73,7217,68.73,Santiago,5/25/2022 17:35
CONDOMINIO GRAN PACIFICIO TORRE 4,3,304,Available,4,3,NE,99,6391,64.56,6391,64.56,Santiago,10/24/2022 16:34
CONDOMINIO GRAN PACÍFICO TORRE 2,3,301,Sold,3,2,SW,92,4691,50.99,4691,50.99,Norte,12/2/2020
CONDOMINIO GRAN PACÍFICO TORRE 2,3,302,Sold,3,2,NW,92,4790,52.07,4790,52.07,Norte,7/1/2021
CONDOMINIO GRAN PACÍFICO TORRE 2,3,303,Sold,3,2,NE,90,4508,50.09,4508,50.09,Norte,1/17/2019
CONDOMINIO GRAN PACÍFICO TORRE 2,3,304,Sold,3,2,SE,90,4420,49.11,4420,49.11,Norte,1/17/2019
CONDOMINIO GRAN PACÍFICO TORRE 3,3,301,Available,3,2,SW,88,5613,63.78,5613,63.78,Norte,7/30/2022 16:40
CONDOMINIO GRAN PACÍFICO TORRE 3,3,302,Available,3,2,NW,88,5813,66.06,5813,66.06,Norte,8/5/2022 15:55
CONDOMINIO GRAN PACÍFICO TORRE 3,3,303,Available,3,2,NE,87,5528,63.54,5528,63.54,Norte,10/2/2022 7:54
CONDOMINIO GRAN PACÍFICO TORRE 3,3,304,Available,3,2,SE,87,5528,63.54,5528,63.54,Norte,10/2/2022 7:54
COSTANERA HUAYQUIQUE ETAPA II,3,301,Available,3,2,NENW,99,6283,63.46,6283,63.46,Norte,10/30/2022 12:11
COSTANERA HUAYQUIQUE ETAPA II,3,302,Available,3,2,W,91,5783,63.55,5783,63.55,Norte,10/30/2022 12:11
COSTANERA HUAYQUIQUE ETAPA II,3,303,Available,3,2,W,91,5638,61.96,5638,61.96,Norte,10/16/2022 8:05
COSTANERA HUAYQUIQUE ETAPA II,3,304,Sold,4,3,SESW,115,5807,50.5,5807,50.5,Norte,5/31/2021
COSTANERA HUAYQUIQUE I,3,301,Sold,3,2,NW,98,3177,32.42,3177,32.42,Norte,1/24/2019
COSTANERA HUAYQUIQUE I,3,302,Sold,2,2,W,80,3806,47.58,3806,47.58,Norte,3/16/2021
COSTANERA HUAYQUIQUE I,3,303,Sold,2,2,W,80,3889,48.61,3889,48.61,Norte,4/5/2022
COSTANERA HUAYQUIQUE I,3,304,Sold,3,2,SW,98,3024,30.86,3024,30.86,Norte,1/24/2019
EDIFICIO CALICHE,3,301,Sold,3,2,NS,100,4845,48.45,4845,48.45,Santiago,12/13/2018
EDIFICIO CALICHE,3,302,Sold,1,1,NS,38,2270,59.74,2270,59.74,Santiago,12/13/2018
EDIFICIO CALICHE,3,303,Sold,2,2,W,45,2547,56.6,2547,56.6,Santiago,12/13/2018
EDIFICIO CALICHE,3,304,Sold,3,2,SW,92,4640,50.43,4640,50.43,Santiago,7/11/2019
EDIFICIO CALICHE,3,305,Sold,2,2,N,52,2709,52.1,2709,52.1,Santiago,12/13/2018
EDIFICIO CALICHE,3,306,Sold,3,1,EW,77,3901,50.66,3901,50.66,Santiago,7/15/2019
EDIFICIO CALICHE,3,307,Sold,3,2,EW,84,4270,50.83,4270,50.83,Santiago,3/20/2020
EDIFICIO CURIÑANCA,3,301,Available,3,2,WSE,72,4505,62.57,4505,62.57,Santiago,10/1/2022 7:37
EDIFICIO CURIÑANCA,3,302,Available,2,2,W,50,3411,68.22,3411,68.22,Santiago,10/29/2022 10:32
EDIFICIO CURIÑANCA,3,303,Sold,2,1,W,41,2639,64.37,2639,64.37,Santiago,2/4/2020
EDIFICIO CURIÑANCA,3,304,Sold,3,2,WNE,78,4393,56.32,4393,56.32,Santiago,8/10/2021
EDIFICIO CURIÑANCA,3,305,Sold,2,2,E,58,3166,54.59,3166,54.59,Santiago,3/17/2020
EDIFICIO CURIÑANCA,3,306,Sold,2,1,E,45,2910,64.67,2910,64.67,Santiago,3/12/2020
EDIFICIO CURIÑANCA,3,307,Sold,2,2,E,58,3422,59,3422,59,Santiago,2/3/2021
EDIFICIO DAVID ARELLANO,3,301,Available,1,1,W,33,2594,78.61,2594,78.61,Santiago,10/11/2022 18:08
EDIFICIO DAVID ARELLANO,3,302,Available,2,2,N,57,3526,61.86,3526,61.86,Santiago,10/24/2022 13:23
EDIFICIO DAVID ARELLANO,3,303,Available,2,2,N,57,3505,61.49,3505,61.49,Santiago,10/23/2022 9:03
EDIFICIO DAVID ARELLANO,3,304,Available,2,2,N,66,3738,56.64,3738,56.64,Santiago,10/26/2022 11:38
EDIFICIO DAVID ARELLANO,3,305,Available,2,2,NE,63,3763,59.73,3763,59.73,Santiago,10/25/2022 16:09
EDIFICIO DAVID ARELLANO,3,306,Available,2,2,SE,53,3020,56.98,3020,56.98,Santiago,10/26/2022 11:39
EDIFICIO DAVID ARELLANO,3,307,Available,1,1,S,34,2698,79.35,2698,79.35,Santiago,10/12/2022 13:24
EDIFICIO DAVID ARELLANO,3,308,Available,2,2,SE,55,3632,66.04,3632,66.04,Santiago,8/22/2022 13:34
EDIFICIO DAVID ARELLANO,3,309,Available,3,2,SW,64,4505,70.39,4505,70.39,Santiago,10/27/2022 17:50
EDIFICIO DE LA RECOLETA URBANO,3,301,Sold,1,1,W,35,1250,35.71,1250,35.71,Santiago,3/7/2019
EDIFICIO DE LA RECOLETA URBANO,3,302,Sold,1,1,W,35,1235,35.29,1235,35.29,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,3,303,Sold,2,2,NW,65,2731,42.02,2731,42.02,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,3,304,Sold,2,2,NE,64,2790,43.59,2790,43.59,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,3,305,Sold,1,1,E,24,1015,42.29,1015,42.29,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,3,306,Sold,1,1,E,35,1380,39.43,1380,39.43,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,3,307,Sold,1,1,E,35,1900,54.29,1900,54.29,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,3,308,Sold,1,1,E,35,1240,35.43,1240,35.43,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,3,309,Sold,1,1,E,35,1250,35.71,1250,35.71,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,3,310,Sold,2,2,SE,59,2608,44.2,2608,44.2,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,3,311,Sold,2,2,S,60,2888,48.13,2888,48.13,Santiago,4/30/2019
EDIFICIO DE LA RECOLETA URBANO,3,312,Sold,2,2,S,57,1902,33.37,1902,33.37,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,3,313,Sold,2,2,S,59,1980,33.56,1980,33.56,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,3,314,Sold,2,2,N,59,2610,44.24,2610,44.24,Santiago,3/8/2019
EDIFICIO DE LA RECOLETA URBANO,3,315,Sold,2,2,N,57,2610,45.79,2610,45.79,Santiago,3/8/2019
EDIFICIO EL CONQUISTADOR,3,301,Sold,2,2,E,63,3093,49.1,3093,49.1,Santiago,1/18/2019
EDIFICIO EL CONQUISTADOR,3,302,Sold,1,1,E,29,1590,54.83,1590,54.83,Santiago,1/18/2019
EDIFICIO EL CONQUISTADOR,3,303,Sold,1,1,W,29,1553,53.55,1553,53.55,Santiago,1/18/2019
EDIFICIO EL CONQUISTADOR,3,304,Sold,2,2,W,61,2970,48.69,2970,48.69,Santiago,1/3/2019
EDIFICIO EL CONQUISTADOR,3,305,Sold,2,2,W,61,2981,48.87,2981,48.87,Santiago,1/18/2019
EDIFICIO EL CONQUISTADOR,3,306,Sold,2,1,SW,59,2850,48.31,2850,48.31,Santiago,1/18/2019
EDIFICIO EL CONQUISTADOR,3,307,Sold,1,1,S,44,2090,47.5,2090,47.5,Santiago,1/18/2019
EDIFICIO EL CONQUISTADOR,3,308,Sold,1,1,S,48,2450,51.04,2450,51.04,Santiago,5/2/2019
EDIFICIO EL CONQUISTADOR,3,309,Sold,1,1,S,27,1570,58.15,1570,58.15,Santiago,1/18/2019
EDIFICIO EL CONQUISTADOR,3,311,Sold,1,1,S,27,1570,58.15,1570,58.15,Santiago,1/18/2019
EDIFICIO EL CONQUISTADOR,3,312,Sold,1,1,S,27,1465,54.26,1465,54.26,Santiago,1/18/2019
EDIFICIO EL CONQUISTADOR,3,313,Sold,1,1,W,42,1832,43.62,1832,43.62,Santiago,1/18/2019
EDIFICIO EL CONQUISTADOR,3,314,Sold,1,1,E,48,2232,46.5,2232,46.5,Santiago,1/18/2019
EDIFICIO EL CONQUISTADOR,3,315,Sold,1,1,N,29,1560,53.79,1560,53.79,Santiago,1/18/2019
EDIFICIO EL CONQUISTADOR,3,316,Sold,1,1,N,29,1565,53.97,1565,53.97,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,3,317,Sold,1,1,N,29,1660,57.24,1660,57.24,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,3,318,Sold,1,1,N,29,1620,55.86,1620,55.86,Santiago,1/21/2019
EDIFICIO EL CONQUISTADOR,3,319,Sold,1,1,N,51,2296,45.02,2296,45.02,Santiago,1/21/2019
EDIFICIO INES DE SUAREZ,3,301,Sold,3,2,NE,73,4017,55.03,4017,55.03,Santiago,12/5/2019
EDIFICIO INES DE SUAREZ,3,302,Available,2,1,N,48,3309,68.94,3309,68.94,Santiago,10/11/2022 11:56
EDIFICIO INES DE SUAREZ,3,303,Sold,2,1,N,48,2870,59.79,2870,59.79,Santiago,8/27/2020
EDIFICIO INES DE SUAREZ,3,304,Sold,2,2,N,51,2829,55.47,2829,55.47,Santiago,5/31/2019
EDIFICIO INES DE SUAREZ,3,305,Available,3,2,NW,70,4000,57.14,4000,57.14,Santiago,9/2/2022 23:17
EDIFICIO INES DE SUAREZ,3,306,Sold,3,2,SW,70,3796,54.23,3796,54.23,Santiago,2/26/2020
EDIFICIO INES DE SUAREZ,3,307,Sold,2,2,S,51,2808,55.06,2808,55.06,Santiago,9/23/2020
EDIFICIO INES DE SUAREZ,3,308,Sold,2,1,S,49,2623,53.53,2623,53.53,Santiago,1/10/2020
EDIFICIO INES DE SUAREZ,3,309,Sold,2,1,S,49,2678,54.65,2678,54.65,Santiago,7/11/2019
EDIFICIO INES DE SUAREZ,3,310,Sold,3,2,SE,73,4038,55.32,4038,55.32,Santiago,2/20/2020
EDIFICIO PARQUE HIPODROMO,3,305,Sold,1,1,S,27,1980,73.33,1980,73.33,Santiago,4/6/2022
EDIFICIO PARQUE HIPODROMO,3,307,Sold,3,2,SW,70,3776,53.94,3776,53.94,Santiago,9/6/2021
EDIFICIO PARQUE HIPODROMO,3,308,Sold,2,2,W,58,3403,58.67,3403,58.67,Santiago,3/11/2021
EDIFICIO PARQUE HIPODROMO,3,310,Sold,1,1,N,27,1980,73.33,1980,73.33,Santiago,9/21/2021
EDIFICIO PARQUE HIPODROMO,3,311,Sold,1,1,N,27,1980,73.33,1980,73.33,Santiago,10/12/2021
EDIFICIO SAN CRISTÓBAL,3,301,Available,3,2,SW,82,4959,60.48,4959,60.48,Santiago,10/20/2022 13:53
EDIFICIO SAN CRISTÓBAL,3,302,Promised,3,2,SE,81,4866,60.07,4866,60.07,Santiago,4/29/2022 23:59
EDIFICIO SAN CRISTÓBAL,3,303,Available,1,1,E,30,2185,72.83,2185,72.83,Santiago,10/27/2022 10:59
EDIFICIO SAN CRISTÓBAL,3,304,Available,1,1,E,30,2304,76.8,2304,76.8,Santiago,10/23/2022 13:27
EDIFICIO SAN CRISTÓBAL,3,305,Available,3,2,NE,73,4753,65.11,4753,65.11,Santiago,11/1/2022 12:55
EDIFICIO SAN CRISTÓBAL,3,306,Promised,3,2,NW,82,4510,55,4510,55,Santiago,9/21/2021 23:59
EDIFICIO SAN IGNACIO,3,301,Sold,2,2,NE,63,3171,50.33,3171,50.33,Santiago,1/3/2019
EDIFICIO SAN IGNACIO,3,302,Sold,2,1,N,49,2550,52.04,2550,52.04,Santiago,1/16/2019
EDIFICIO SAN IGNACIO,3,303,Sold,2,2,N,56,2850,50.89,2850,50.89,Santiago,3/10/2020
EDIFICIO SAN IGNACIO,3,304,Sold,2,2,NW,63,3149,49.98,3149,49.98,Santiago,6/17/2019
EDIFICIO SAN IGNACIO,3,305,Sold,2,2,SW,63,3152,50.03,3152,50.03,Santiago,3/4/2019
EDIFICIO SAN IGNACIO,3,306,Sold,2,2,S,56,3250,58.04,3250,58.04,Santiago,10/3/2019
EDIFICIO SAN IGNACIO,3,307,Sold,2,1,S,48,2303,47.98,2303,47.98,Santiago,1/16/2019
EDIFICIO SAN IGNACIO,3,308,Sold,2,2,SE,63,3500,55.56,3500,55.56,Santiago,12/23/2020
EdificioTerraza Vivaceta,3,301,Available,3,2,NE,70,4670,66.71,4670,66.71,Santiago,8/2/2022 13:44
EdificioTerraza Vivaceta,3,302,Available,2,1,N,50,3433,68.66,3433,68.66,Santiago,7/13/2022 13:50
EdificioTerraza Vivaceta,3,303,Available,2,1,N,50,3433,68.66,3433,68.66,Santiago,9/21/2022 15:34
EdificioTerraza Vivaceta,3,304,Available,2,1,N,49,3433,70.06,3433,70.06,Santiago,7/13/2022 13:49
EdificioTerraza Vivaceta,3,305,Promised,2,1,N,49,3330,67.96,3330,67.96,Santiago,7/21/2022 23:59
EdificioTerraza Vivaceta,3,306,Available,2,1,N,50,3433,68.66,3433,68.66,Santiago,8/2/2022 18:28
EdificioTerraza Vivaceta,3,307,Available,2,1,N,50,3433,68.66,3433,68.66,Santiago,7/13/2022 13:50
EdificioTerraza Vivaceta,3,308,Available,2,1,N,55,3675,66.82,3675,66.82,Santiago,7/13/2022 13:51
EdificioTerraza Vivaceta,3,309,Available,2,2,N,64,4103,64.11,4103,64.11,Santiago,7/13/2022 14:39
EdificioTerraza Vivaceta,3,310,Available,2,2,S,64,4103,64.11,4103,64.11,Santiago,10/31/2022 17:01
EdificioTerraza Vivaceta,3,311,Available,2,1,S,55,3881,70.56,3881,70.56,Santiago,7/13/2022 13:52
EdificioTerraza Vivaceta,3,312,Available,2,1,S,48,3814,79.46,3814,79.46,Santiago,8/2/2022 18:33
EdificioTerraza Vivaceta,3,313,Available,2,2,S,57,3845,67.46,3845,67.46,Santiago,7/13/2022 14:39
EdificioTerraza Vivaceta,3,314,Available,2,2,S,57,3845,67.46,3845,67.46,Santiago,10/10/2022 16:01
EdificioTerraza Vivaceta,3,315,Available,2,2,S,57,3845,67.46,3845,67.46,Santiago,7/13/2022 14:38
EdificioTerraza Vivaceta,3,316,Available,2,2,S,57,3845,67.46,3845,67.46,Santiago,8/23/2022 18:21
EdificioTerraza Vivaceta,3,317,Available,2,2,S,57,3845,67.46,3845,67.46,Santiago,8/4/2022 17:42
EdificioTerraza Vivaceta,3,318,Available,3,2,SE,70,4670,66.71,4670,66.71,Santiago,7/30/2022 18:05
GRAN PACIFICO IV,3,301,Available,2,2,NW,60,3826,63.77,3826,63.77,Santiago,3/4/2020 23:50
GRAN PACIFICO IV,3,302,Available,1,1,W,44,3261,74.11,3261,74.11,Santiago,4/1/2022 15:32
GRAN PACIFICO IV,3,303,Available,2,2,SW,60,3663,61.05,3663,61.05,Santiago,4/17/2022 23:54
GRAN PACIFICO IV,3,304,Available,4,3,SE,97,5891,60.73,5891,60.73,Santiago,3/29/2022 14:01
GRAN PACIFICO IV,3,305,Available,4,3,NE,97,6054,62.41,6054,62.41,Santiago,9/28/2021 16:53
MIRADOR DE LA RECOLETA,3,301,Sold,3,2,NW,78,3598,46.13,3598,46.13,Santiago,12/27/2018
MIRADOR DE LA RECOLETA,3,303,Sold,1,1,N,40,2218,55.45,2218,55.45,Santiago,12/27/2018
MIRADOR DE LA RECOLETA,3,304,Sold,2,2,N,60,2248,37.47,2248,37.47,Santiago,12/27/2018
MIRADOR DE LA RECOLETA,3,305,Sold,3,2,NE,78,2880,36.92,2880,36.92,Santiago,12/27/2018
MIRADOR DE LA RECOLETA,3,306,Sold,3,2,SE,78,3850,49.36,3850,49.36,Santiago,9/24/2019
MIRADOR DE LA RECOLETA,3,307,Sold,2,2,S,49,2202,44.94,2202,44.94,Santiago,12/27/2018
MIRADOR DE LA RECOLETA,3,308,Sold,2,2,S,59,2700,45.76,2700,45.76,Santiago,12/27/2018
MIRADOR DE LA RECOLETA,3,309,Sold,3,2,SW,78,3750,48.08,3750,48.08,Santiago,7/2/2019
VISTA PACIFICO,3,301,Available,4,4,N,133,9433,70.92,9433,70.92,Norte,5/10/2022 14:00
VISTA PACIFICO,3,302,Available,4,3,NW,146,11304,77.42,11304,77.42,Norte,4/10/2022 16:13
VISTA PACIFICO,3,303,Available,4,3,SW,146,10551,72.27,10551,72.27,Norte,3/31/2022 17:56
VISTA PACIFICO,3,304,Available,3,2,S,100,7065,70.65,7065,70.65,Norte,5/25/2022 12:11
VISTA PACIFICO,3,305,Available,4,4,SE,146,10134,69.41,10134,69.41,Norte,1/9/2022 18:26
VISTA PACIFICO,3,306,Available,4,4,NE,146,10267,70.32,10267,70.32,Norte,3/31/2022 17:54
ARQ. SAN MIGUEL,2,201,Sold,2,2,W,80,3350,41.88,3350,41.88,Santiago,5/10/2019
ARQ. SAN MIGUEL,2,202,Sold,2,2,E,80,2751,34.39,2751,34.39,Santiago,2/5/2019
CONDOMINIO GRAN PACIFICIO TORRE 4,2,201,Available,4,3,SE,99,6370,64.34,,,Santiago,
CONDOMINIO GRAN PACIFICIO TORRE 4,2,202,Available,2,2,SW,60,4120,68.67,4120,68.67,Santiago,5/25/2022 17:31
CONDOMINIO GRAN PACIFICIO TORRE 4,2,203,Available,4,3,NW,105,7196,68.53,,,Santiago,
CONDOMINIO GRAN PACIFICIO TORRE 4,2,204,Available,4,3,NE,99,6370,64.34,6370,64.34,Santiago,10/24/2022 16:20
CONDOMINIO GRAN PACÍFICO TORRE 2,2,201,Available,3,2,SW,92,5212,56.65,5212,56.65,Norte,10/16/2022 18:02
CONDOMINIO GRAN PACÍFICO TORRE 2,2,202,Available,3,2,NW,92,5212,56.65,5212,56.65,Norte,10/15/2022 13:10
CONDOMINIO GRAN PACÍFICO TORRE 2,2,203,Available,3,2,NE,90,4934,54.82,4934,54.82,Norte,10/2/2022 12:17
CONDOMINIO GRAN PACÍFICO TORRE 2,2,204,Sold,3,2,SE,90,4171,46.34,4171,46.34,Norte,1/17/2019
CONDOMINIO GRAN PACÍFICO TORRE 3,2,201,Available,3,2,SW,88,5592,63.55,5592,63.55,Norte,9/14/2022 17:29
CONDOMINIO GRAN PACÍFICO TORRE 3,2,202,Available,3,2,NW,88,5789,65.78,5789,65.78,Norte,10/15/2022 13:16
CONDOMINIO GRAN PACÍFICO TORRE 3,2,203,Available,3,2,NE,87,5506,63.29,5506,63.29,Norte,10/2/2022 7:54
CONDOMINIO GRAN PACÍFICO TORRE 3,2,204,Available,3,2,SE,87,5506,63.29,5506,63.29,Norte,10/2/2022 7:54
COSTANERA HUAYQUIQUE ETAPA II,2,201,Sold,3,2,NENW,109,5371,49.28,5371,49.28,Norte,10/14/2021
COSTANERA HUAYQUIQUE ETAPA II,2,202,Available,2,2,W,69,4484,64.99,4484,64.99,Norte,11/1/2022 16:31
COSTANERA HUAYQUIQUE ETAPA II,2,203,Available,2,2,W,69,4484,64.99,4484,64.99,Norte,10/28/2022 11:58
COSTANERA HUAYQUIQUE ETAPA II,2,204,Available,4,3,SESW,115,7228,62.85,7228,62.85,Norte,11/1/2022 13:12
COSTANERA HUAYQUIQUE I,2,201,Sold,3,2,NW,98,3114,31.78,3114,31.78,Norte,1/24/2019
COSTANERA HUAYQUIQUE I,2,202,Promised,2,2,W,80,3973,49.66,3973,49.66,Norte,8/3/2022 23:59
COSTANERA HUAYQUIQUE I,2,203,Promised,2,2,W,80,3973,49.66,3973,49.66,Norte,8/3/2022 23:59
COSTANERA HUAYQUIQUE I,2,204,Sold,3,2,SW,98,4966,50.67,4966,50.67,Norte,4/5/2022
EDIFICIO CALICHE,2,201,Sold,3,2,NS,100,4795,47.95,4795,47.95,Santiago,12/11/2018
EDIFICIO CALICHE,2,203,Sold,2,2,W,45,2550,56.67,2550,56.67,Santiago,12/11/2018
EDIFICIO CALICHE,2,204,Sold,3,2,SW,92,4500,48.91,4500,48.91,Santiago,10/14/2021
EDIFICIO CALICHE,2,207,Sold,3,2,EW,81,4137,51.07,4137,51.07,Santiago,3/16/2022
EDIFICIO CURIÑANCA,2,202,Sold,2,2,W,50,3054,61.08,3054,61.08,Santiago,6/29/2022
EDIFICIO CURIÑANCA,2,203,Available,2,1,W,42,3300,78.57,3300,78.57,Santiago,10/27/2022 15:20
EDIFICIO CURIÑANCA,2,205,Sold,2,2,E,59,3452,58.51,3452,58.51,Santiago,3/5/2021
EDIFICIO CURIÑANCA,2,206,Sold,2,1,E,45,2840,63.11,2840,63.11,Santiago,7/3/2020
EDIFICIO CURIÑANCA,2,207,Sold,2,2,E,59,3422,58,3422,58,Santiago,4/5/2021
