Project  Name,Floor,product_id,Status ,Bedrooms,Bathrooms,View Orientation,Size per m sqaured,Initial Price (posted) in UF Chileno,Initial Price per m squared,Sold Price in UF Chileno,Sold Price per m squared,Region,Date
COSTANERA HUAYQUIQUE ETAPA II,9,904,Sold,4,3,SESW,115,5512,47.93,5512,47.93,Norte,6/10/2021
COSTANERA HUAYQUIQUE ETAPA II,9,905,Sold,1,1,E,43,2337,54.35,2337,54.35,Norte,3/21/2022
COSTANERA HUAYQUIQUE I,9,901,Sold,3,2,NW,98,3542,36.14,3542,36.14,Norte,1/24/2019
COSTANERA HUAYQUIQUE I,9,902,Sold,2,2,W,80,3306,41.33,3306,41.33,Norte,1/24/2019
COSTANERA HUAYQUIQUE I,9,903,Sold,2,2,W,80,3754,46.93,3754,46.93,Norte,10/17/2019
COSTANERA HUAYQUIQUE I,9,904,Sold,3,2,SW,98,3507,35.79,3507,35.79,Norte,1/24/2019
EDIFICIO CALICHE,9,904,Sold,3,2,SW,89,4798,53.91,4798,53.91,Santiago,1/27/2020
EDIFICIO CALICHE,9,905,Sold,2,2,N,50,2890,57.8,2890,57.8,Santiago,12/20/2018
EDIFICIO CALICHE,9,910,Sold,2,2,NEW,67,3857,57.57,3857,57.57,Santiago,12/14/2018
EDIFICIO CALICHE,9,911,Sold,3,2,NSE,91,4600,50.55,4600,50.55,Santiago,1/15/2019
EDIFICIO CURIÑANCA,9,901,Available,3,2,WSE,72,4340,60.28,4340,60.28,Santiago,6/15/2022 17:31
EDIFICIO CURIÑANCA,9,902,Sold,2,2,W,50,2990,59.8,2990,59.8,Santiago,2/17/2021
EDIFICIO CURIÑANCA,9,903,Sold,2,1,W,41,2780,67.8,2780,67.8,Santiago,3/5/2021
EDIFICIO CURIÑANCA,9,904,Available,3,2,WNE,72,4779,66.38,4779,66.38,Santiago,3/22/2022 17:00
EDIFICIO CURIÑANCA,9,905,Sold,2,2,E,58,3452,59.52,3452,59.52,Santiago,11/30/2020
EDIFICIO CURIÑANCA,9,906,Sold,2,1,E,45,2983,66.29,2983,66.29,Santiago,10/19/2021
EDIFICIO CURIÑANCA,9,907,Sold,2,2,E,58,3422,59,3422,59,Santiago,7/27/2020
EDIFICIO DAVID ARELLANO,9,901,Available,1,1,W,33,2844,86.18,2844,86.18,Santiago,6/24/2022 23:49
EDIFICIO DAVID ARELLANO,9,902,Available,2,2,N,57,3649,64.02,3649,64.02,Santiago,6/29/2022 21:33
EDIFICIO DAVID ARELLANO,9,903,Available,2,2,N,57,3629,63.67,3629,63.67,Santiago,10/12/2022 13:44
EDIFICIO DAVID ARELLANO,9,904,Available,2,2,N,66,3938,59.67,3938,59.67,Santiago,10/31/2022 17:05
EDIFICIO DAVID ARELLANO,9,905,Available,2,2,NE,63,3887,61.7,3887,61.7,Santiago,5/4/2022 14:30
EDIFICIO DAVID ARELLANO,9,906,Available,2,2,SE,53,3237,61.08,3237,61.08,Santiago,6/29/2022 21:32
EDIFICIO DAVID ARELLANO,9,907,Promised,1,1,S,34,2860,84.12,2860,84.12,Santiago,5/24/2022 23:59
EDIFICIO DAVID ARELLANO,9,908,Available,2,2,SE,55,3947,71.76,3947,71.76,Santiago,8/1/2022 17:39
EDIFICIO DAVID ARELLANO,9,909,Available,3,2,SW,64,4695,73.36,4695,73.36,Santiago,8/17/2022 13:01
EDIFICIO DE LA RECOLETA URBANO,9,901,Sold,1,1,W,35,1298,37.09,1298,37.09,Santiago,3/13/2019
EDIFICIO DE LA RECOLETA URBANO,9,902,Sold,1,1,W,35,1812,51.77,1812,51.77,Santiago,3/13/2019
EDIFICIO DE LA RECOLETA URBANO,9,903,Sold,2,2,NW,65,2659,40.91,2659,40.91,Santiago,3/13/2019
EDIFICIO DE LA RECOLETA URBANO,9,904,Sold,2,2,NE,64,2790,43.59,2790,43.59,Santiago,3/13/2019
EDIFICIO DE LA RECOLETA URBANO,9,905,Sold,1,1,E,24,1000,41.67,1000,41.67,Santiago,3/13/2019
EDIFICIO DE LA RECOLETA URBANO,9,906,Sold,1,1,E,35,1347,38.49,1347,38.49,Santiago,3/13/2019
EDIFICIO DE LA RECOLETA URBANO,9,907,Sold,1,1,E,35,1521,43.46,1521,43.46,Santiago,3/13/2019
EDIFICIO DE LA RECOLETA URBANO,9,908,Sold,1,1,E,35,1343,38.37,1343,38.37,Santiago,3/13/2019
EDIFICIO DE LA RECOLETA URBANO,9,909,Sold,1,1,E,35,1374,39.26,1374,39.26,Santiago,3/13/2019
EDIFICIO DE LA RECOLETA URBANO,9,910,Sold,2,2,SE,59,2608,44.2,2608,44.2,Santiago,3/13/2019
EDIFICIO DE LA RECOLETA URBANO,9,911,Sold,2,2,S,60,2228,37.13,2228,37.13,Santiago,3/13/2019
EDIFICIO DE LA RECOLETA URBANO,9,912,Sold,2,2,S,57,2700,47.37,2700,47.37,Santiago,7/3/2020
EDIFICIO DE LA RECOLETA URBANO,9,913,Sold,2,2,S,59,2069,35.07,2069,35.07,Santiago,3/13/2019
EDIFICIO DE LA RECOLETA URBANO,9,914,Sold,2,2,N,59,2382,40.37,2382,40.37,Santiago,3/13/2019
EDIFICIO DE LA RECOLETA URBANO,9,915,Sold,2,2,N,57,1987,34.86,1987,34.86,Santiago,3/13/2019
EDIFICIO PARQUE HIPODROMO,9,907,Available,3,2,SW,70,5296,75.66,5296,75.66,Santiago,9/28/2022 12:13
EDIFICIO SAN CRISTÓBAL,9,901,Available,3,2,SW,82,5082,61.98,5082,61.98,Santiago,3/15/2022 16:01
EDIFICIO SAN CRISTÓBAL,9,902,Reserved,3,2,SE,81,5021,61.99,5021,61.99,Santiago,5/23/2022 12:26
EDIFICIO SAN CRISTÓBAL,9,903,Available,2,2,E,60,4062,67.7,4062,67.7,Santiago,11/1/2022 12:51
EDIFICIO SAN CRISTÓBAL,9,905,Available,3,2,NE,73,4876,66.79,4876,66.79,Santiago,3/25/2022 10:59
EDIFICIO SAN CRISTÓBAL,9,906,Available,3,2,NW,82,4907,59.84,4907,59.84,Santiago,10/10/2022 14:39
EDIFICIO SAN IGNACIO,9,901,Sold,3,2,NE,68,3585,52.72,3585,52.72,Santiago,9/5/2019
EDIFICIO SAN IGNACIO,9,902,Sold,2,1,N,49,2980,60.82,2980,60.82,Santiago,3/20/2020
EDIFICIO SAN IGNACIO,9,903,Sold,2,2,N,56,2975,53.13,2975,53.13,Santiago,1/3/2019
EDIFICIO SAN IGNACIO,9,904,Sold,3,2,NW,68,3695,54.34,3695,54.34,Santiago,11/12/2020
EDIFICIO SAN IGNACIO,9,905,Sold,3,2,SW,68,3525,51.84,3525,51.84,Santiago,8/9/2019
EDIFICIO SAN IGNACIO,9,906,Sold,2,2,S,55,3005,54.64,3005,54.64,Santiago,5/31/2019
EDIFICIO SAN IGNACIO,9,907,Sold,2,1,S,47,2500,53.19,2500,53.19,Santiago,12/27/2018
EDIFICIO SAN IGNACIO,9,908,Sold,3,2,SE,68,3525,51.84,3525,51.84,Santiago,5/9/2019
EdificioTerraza Vivaceta,9,901,Available,3,2,NE,70,5062,72.31,5062,72.31,Santiago,7/13/2022 14:54
EdificioTerraza Vivaceta,9,902,Available,2,1,N,50,3649,72.98,3649,72.98,Santiago,7/13/2022 13:50
EdificioTerraza Vivaceta,9,903,Available,2,1,N,50,3649,72.98,3649,72.98,Santiago,7/13/2022 13:51
EdificioTerraza Vivaceta,9,904,Available,2,1,N,49,3649,74.47,3649,74.47,Santiago,7/13/2022 13:49
EdificioTerraza Vivaceta,9,905,Available,2,1,N,49,3649,74.47,3649,74.47,Santiago,7/13/2022 13:49
EdificioTerraza Vivaceta,9,906,Available,2,1,N,50,3649,72.98,3649,72.98,Santiago,7/13/2022 13:50
EdificioTerraza Vivaceta,9,907,Available,2,1,N,50,3649,72.98,3649,72.98,Santiago,7/13/2022 13:50
EdificioTerraza Vivaceta,9,908,Available,2,1,N,55,3830,69.64,3830,69.64,Santiago,7/13/2022 13:51
EdificioTerraza Vivaceta,9,909,Available,2,2,N,64,4258,66.53,4258,66.53,Santiago,7/13/2022 14:39
EdificioTerraza Vivaceta,9,910,Available,2,2,S,64,4258,66.53,4258,66.53,Santiago,7/30/2022 13:44
EdificioTerraza Vivaceta,9,911,Available,2,1,S,55,4036,73.38,4036,73.38,Santiago,7/13/2022 13:51
EdificioTerraza Vivaceta,9,912,Available,2,1,S,48,3876,80.75,3876,80.75,Santiago,10/24/2022 12:18
EdificioTerraza Vivaceta,9,913,Available,2,2,S,57,4216,73.96,4216,73.96,Santiago,7/13/2022 14:39
EdificioTerraza Vivaceta,9,914,Available,2,2,S,57,4216,73.96,4216,73.96,Santiago,7/13/2022 14:38
EdificioTerraza Vivaceta,9,915,Available,2,2,S,57,4216,73.96,4216,73.96,Santiago,7/13/2022 14:38
EdificioTerraza Vivaceta,9,916,Available,2,2,S,57,4216,73.96,4216,73.96,Santiago,7/13/2022 14:38
EdificioTerraza Vivaceta,9,917,Available,2,2,S,57,4216,73.96,4216,73.96,Santiago,7/13/2022 14:39
EdificioTerraza Vivaceta,9,918,Available,3,2,SE,70,5062,72.31,5062,72.31,Santiago,10/15/2022 12:12
GRAN PACIFICO IV,9,901,Available,2,2,NW,60,3957,65.95,3957,65.95,Santiago,3/5/2022 17:22
GRAN PACIFICO IV,9,902,Available,1,1,W,44,3391,77.07,3391,77.07,Santiago,9/22/2021 14:46
GRAN PACIFICO IV,9,903,Available,2,2,SW,60,3793,63.22,3793,63.22,Santiago,5/2/2022 1:14
GRAN PACIFICO IV,9,904,Available,4,3,SE,97,6022,62.08,6022,62.08,Santiago,3/1/2020 19:43
GRAN PACIFICO IV,9,905,Available,4,3,NE,97,6185,63.76,6185,63.76,Santiago,5/17/2022 16:45
MIRADOR DE LA RECOLETA,9,901,Sold,3,2,NW,78,3573,45.81,3573,45.81,Santiago,1/4/2019
MIRADOR DE LA RECOLETA,9,902,Sold,2,2,N,60,2180,36.33,2180,36.33,Santiago,1/4/2019
MIRADOR DE LA RECOLETA,9,903,Sold,1,1,N,40,2052,51.3,2052,51.3,Santiago,1/4/2019
MIRADOR DE LA RECOLETA,9,904,Sold,2,2,N,60,2740,45.67,2740,45.67,Santiago,1/4/2019
MIRADOR DE LA RECOLETA,9,905,Sold,3,2,NE,78,2997,38.42,2997,38.42,Santiago,1/4/2019
MIRADOR DE LA RECOLETA,9,906,Sold,3,2,SE,78,2880,36.92,2880,36.92,Santiago,1/4/2019
MIRADOR DE LA RECOLETA,9,907,Sold,2,2,S,49,2451,50.02,2451,50.02,Santiago,1/4/2019
MIRADOR DE LA RECOLETA,9,908,Sold,2,2,S,59,2214,37.53,2214,37.53,Santiago,1/4/2019
MIRADOR DE LA RECOLETA,9,909,Sold,3,2,SW,78,3528,45.23,3528,45.23,Santiago,1/4/2019
VISTA PACIFICO,9,901,Available,4,4,N,133,10057,75.62,,,Norte,
VISTA PACIFICO,9,902,Available,4,3,NW,147,11659,79.31,11659,79.31,Norte,4/10/2022 16:24
VISTA PACIFICO,9,903,Available,4,3,SW,147,10905,74.18,10905,74.18,Norte,3/10/2022 13:38
VISTA PACIFICO,9,904,Available,4,4,S,133,9550,71.8,9550,71.8,Norte,4/7/2022 13:00
VISTA PACIFICO,9,905,Available,4,4,SE,145,10488,72.33,,,Norte,
VISTA PACIFICO,9,906,Available,4,4,NE,145,10905,75.21,10905,75.21,Norte,4/10/2022 16:20
ARQ. SAN MIGUEL,8,801,Sold,2,2,NW,80,2656,33.2,2656,33.2,Santiago,2/15/2019
ARQ. SAN MIGUEL,8,802,Sold,2,2,NE,80,2741,34.26,2741,34.26,Santiago,2/15/2019
ARQ. SAN MIGUEL,8,803,Sold,2,2,E,73,2596,35.56,2596,35.56,Santiago,2/18/2019
ARQ. SAN MIGUEL,8,804,Sold,2,2,SE,80,2557,31.96,2557,31.96,Santiago,2/19/2019
ARQ. SAN MIGUEL,8,805,Sold,2,2,SW,80,2572,32.15,2572,32.15,Santiago,2/19/2019
ARQ. SAN MIGUEL,8,806,Sold,2,2,W,73,2394,32.79,2394,32.79,Santiago,2/19/2019
CONDOMINIO GRAN PACIFICIO TORRE 4,8,801,Available,4,3,SE,99,6500,65.66,,,Santiago,
CONDOMINIO GRAN PACIFICIO TORRE 4,8,802,Available,2,2,SW,60,4250,70.83,,,Santiago,
CONDOMINIO GRAN PACIFICIO TORRE 4,8,803,Available,4,3,NW,105,7326,69.77,,,Santiago,
CONDOMINIO GRAN PACIFICIO TORRE 4,8,804,Available,4,3,NE,99,6500,65.66,,,Santiago,
CONDOMINIO GRAN PACÍFICO TORRE 2,8,801,Sold,3,2,SW,92,5016,54.52,5016,54.52,Norte,1/17/2019
CONDOMINIO GRAN PACÍFICO TORRE 2,8,802,Sold,3,2,NW,92,4800,52.17,4800,52.17,Norte,1/17/2019
CONDOMINIO GRAN PACÍFICO TORRE 2,8,803,Sold,3,2,NE,90,4444,49.38,4444,49.38,Norte,1/17/2019
CONDOMINIO GRAN PACÍFICO TORRE 2,8,804,Sold,3,2,SE,90,4209,46.77,4209,46.77,Norte,1/17/2019
CONDOMINIO GRAN PACÍFICO TORRE 3,8,801,Available,3,2,SW,88,5722,65.02,5722,65.02,Norte,10/30/2022 17:59
CONDOMINIO GRAN PACÍFICO TORRE 3,8,802,Sold,3,2,NW,88,5130,58.3,5130,58.3,Norte,11/30/2020
CONDOMINIO GRAN PACÍFICO TORRE 3,8,803,Available,3,2,NE,87,5636,64.78,5636,64.78,Norte,10/2/2022 7:55
CONDOMINIO GRAN PACÍFICO TORRE 3,8,804,Available,3,2,SE,87,5636,64.78,5636,64.78,Norte,10/2/2022 7:55
COSTANERA HUAYQUIQUE ETAPA II,8,801,Available,3,2,NENW,99,6458,65.23,6458,65.23,Norte,10/2/2022 2:06
COSTANERA HUAYQUIQUE ETAPA II,8,802,Sold,3,2,W,91,4617,50.74,4617,50.74,Norte,3/29/2021
COSTANERA HUAYQUIQUE ETAPA II,8,803,Available,3,2,W,91,5832,64.09,5832,64.09,Norte,10/15/2022 13:34
COSTANERA HUAYQUIQUE ETAPA II,8,804,Sold,4,3,SESW,115,5450,47.39,5450,47.39,Norte,6/10/2021
COSTANERA HUAYQUIQUE ETAPA II,8,805,Sold,1,1,E,43,2260,52.56,2260,52.56,Norte,8/1/2019
COSTANERA HUAYQUIQUE I,8,801,Sold,3,2,NW,98,2946,30.06,2946,30.06,Norte,1/24/2019
COSTANERA HUAYQUIQUE I,8,802,Sold,2,2,W,80,3600,45,3600,45,Norte,1/24/2019
COSTANERA HUAYQUIQUE I,8,803,Sold,2,2,W,80,3750,46.88,3750,46.88,Norte,12/27/2018
COSTANERA HUAYQUIQUE I,8,804,Sold,3,2,SW,98,3482,35.53,3482,35.53,Norte,1/24/2019
EDIFICIO CALICHE,8,804,Sold,3,2,SW,89,4365,49.04,4365,49.04,Santiago,12/13/2018
EDIFICIO CALICHE,8,805,Sold,2,2,N,50,2714,54.28,2714,54.28,Santiago,1/15/2019
EDIFICIO CALICHE,8,810,Sold,2,2,NEW,67,3560,53.13,3560,53.13,Santiago,12/14/2018
EDIFICIO CALICHE,8,811,Sold,3,2,NSE,91,4699,51.64,4699,51.64,Santiago,12/14/2018
EDIFICIO CURIÑANCA,8,801,Sold,3,2,WSE,72,4149,57.63,4149,57.63,Santiago,6/18/2020
EDIFICIO CURIÑANCA,8,802,Sold,2,2,W,50,3054,61.08,3054,61.08,Santiago,10/29/2020
EDIFICIO CURIÑANCA,8,803,Sold,2,1,W,41,2803,68.37,2803,68.37,Santiago,3/18/2021
EDIFICIO CURIÑANCA,8,804,Available,3,2,WNE,72,4758,66.08,4758,66.08,Santiago,6/26/2022 18:23
EDIFICIO CURIÑANCA,8,805,Sold,2,2,E,58,3220,55.52,3220,55.52,Santiago,8/27/2020
EDIFICIO CURIÑANCA,8,806,Sold,2,1,E,45,3013,66.96,3013,66.96,Santiago,7/26/2021
EDIFICIO CURIÑANCA,8,807,Sold,2,2,E,58,3199,55.16,3199,55.16,Santiago,7/21/2020
EDIFICIO DAVID ARELLANO,8,801,Available,1,1,W,33,2718,82.36,2718,82.36,Santiago,7/19/2022 18:28
EDIFICIO DAVID ARELLANO,8,802,Available,2,2,N,57,3629,63.67,3629,63.67,Santiago,10/31/2022 17:06
EDIFICIO DAVID ARELLANO,8,803,Reserved,2,2,N,57,3500,61.4,3500,61.4,Santiago,10/18/2022 14:09
EDIFICIO DAVID ARELLANO,8,804,Available,2,2,N,66,3918,59.36,3918,59.36,Santiago,6/29/2022 21:33
EDIFICIO DAVID ARELLANO,8,805,Available,2,2,NE,63,3866,61.37,3866,61.37,Santiago,9/22/2022 18:47
EDIFICIO DAVID ARELLANO,8,806,Available,2,2,SE,53,3185,60.09,3185,60.09,Santiago,7/16/2022 14:10
EDIFICIO DAVID ARELLANO,8,807,Available,1,1,S,34,2906,85.47,2906,85.47,Santiago,10/26/2022 6:26
EDIFICIO DAVID ARELLANO,8,808,Available,2,2,SE,55,3778,68.69,3778,68.69,Santiago,7/2/2022 16:15
EDIFICIO DAVID ARELLANO,8,809,Available,3,2,SW,64,4663,72.86,4663,72.86,Santiago,10/18/2022 13:23
EDIFICIO DE LA RECOLETA URBANO,8,801,Sold,1,1,W,35,1245,35.57,1245,35.57,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,8,802,Sold,1,1,W,35,1277,36.49,1277,36.49,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,8,803,Sold,2,2,NW,65,2600,40,2600,40,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,8,804,Sold,2,2,NE,64,2892,45.19,2892,45.19,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,8,805,Sold,1,1,E,24,1300,54.17,1300,54.17,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,8,806,Sold,1,1,E,35,1350,38.57,1350,38.57,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,8,807,Sold,1,1,E,35,1331,38.03,1331,38.03,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,8,808,Sold,1,1,E,35,1330,38,1330,38,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,8,809,Sold,1,1,E,35,1352,38.63,1352,38.63,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,8,810,Sold,2,2,SE,59,2520,42.71,2520,42.71,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,8,811,Sold,2,2,S,60,2107,35.12,2107,35.12,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,8,812,Sold,2,2,S,57,3205,56.23,3205,56.23,Santiago,3/13/2020
EDIFICIO DE LA RECOLETA URBANO,8,813,Sold,2,2,S,59,2697,45.71,2697,45.71,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,8,814,Sold,2,2,N,59,2340,39.66,2340,39.66,Santiago,3/12/2019
EDIFICIO DE LA RECOLETA URBANO,8,815,Sold,2,2,N,57,2032,35.65,2032,35.65,Santiago,3/13/2019
EDIFICIO EL CONQUISTADOR,8,801,Sold,2,2,E,63,3074,48.79,3074,48.79,Santiago,1/24/2019
EDIFICIO EL CONQUISTADOR,8,802,Sold,1,1,E,29,1571,54.17,1571,54.17,Santiago,1/24/2019
EDIFICIO EL CONQUISTADOR,8,803,Sold,1,1,W,26,1480,56.92,1480,56.92,Santiago,1/24/2019
EDIFICIO EL CONQUISTADOR,8,804,Sold,2,2,W,55,2889,52.53,2889,52.53,Santiago,1/24/2019
EDIFICIO EL CONQUISTADOR,8,805,Sold,2,2,W,56,2850,50.89,2850,50.89,Santiago,1/24/2019
EDIFICIO EL CONQUISTADOR,8,806,Sold,1,1,SW,50,2750,55,2750,55,Santiago,1/24/2019
EDIFICIO EL CONQUISTADOR,8,807,Sold,1,1,S,38,1863,49.03,1863,49.03,Santiago,1/24/2019
EDIFICIO EL CONQUISTADOR,8,808,Sold,1,1,S,43,1962,45.63,1962,45.63,Santiago,1/24/2019
EDIFICIO EL CONQUISTADOR,8,809,Sold,1,1,S,24,1549,64.54,1549,64.54,Santiago,1/24/2019
EDIFICIO EL CONQUISTADOR,8,810,Sold,1,1,S,24,1490,62.08,1490,62.08,Santiago,1/24/2019
EDIFICIO EL CONQUISTADOR,8,811,Sold,1,1,S,24,1549,64.54,1549,64.54,Santiago,1/24/2019
EDIFICIO EL CONQUISTADOR,8,812,Sold,1,1,S,24,1450,60.42,1450,60.42,Santiago,1/24/2019
EDIFICIO EL CONQUISTADOR,8,813,Sold,1,1,W,37,1845,49.86,1845,49.86,Santiago,1/24/2019
EDIFICIO EL CONQUISTADOR,8,814,Sold,1,1,E,48,2205,45.94,2205,45.94,Santiago,1/24/2019
EDIFICIO EL CONQUISTADOR,8,815,Sold,1,1,N,29,1590,54.83,1590,54.83,Santiago,1/24/2019
EDIFICIO EL CONQUISTADOR,8,816,Sold,1,1,N,29,1563,53.9,1563,53.9,Santiago,1/24/2019
EDIFICIO EL CONQUISTADOR,8,817,Sold,1,1,N,29,1690,58.28,1690,58.28,Santiago,1/24/2019
EDIFICIO EL CONQUISTADOR,8,818,Sold,1,1,N,29,1650,56.9,1650,56.9,Santiago,1/24/2019
EDIFICIO EL CONQUISTADOR,8,819,Sold,1,1,N,51,2333,45.75,2333,45.75,Santiago,1/24/2019
EDIFICIO INES DE SUAREZ,8,801,Sold,3,2,NE,73,4224,57.86,4224,57.86,Santiago,2/7/2020
EDIFICIO INES DE SUAREZ,8,802,Sold,2,1,N,48,2773,57.77,2773,57.77,Santiago,10/23/2019
EDIFICIO INES DE SUAREZ,8,803,Sold,2,1,N,48,2913,60.69,2913,60.69,Santiago,1/16/2020
EDIFICIO INES DE SUAREZ,8,804,Sold,2,2,N,51,2780,54.51,2780,54.51,Santiago,7/7/2022
EDIFICIO INES DE SUAREZ,8,805,Available,3,2,NW,70,4103,58.61,4103,58.61,Santiago,8/24/2022 17:11
EDIFICIO INES DE SUAREZ,8,806,Available,3,2,SW,70,4206,60.09,4206,60.09,Santiago,7/18/2022 21:41
EDIFICIO INES DE SUAREZ,8,807,Sold,2,2,S,51,2767,54.25,2767,54.25,Santiago,11/5/2019
EDIFICIO INES DE SUAREZ,8,808,Sold,2,1,S,49,2727,55.65,2727,55.65,Santiago,8/18/2021
EDIFICIO INES DE SUAREZ,8,809,Sold,2,1,S,49,3100,63.27,3100,63.27,Santiago,9/7/2021
EDIFICIO INES DE SUAREZ,8,810,Sold,3,2,SE,73,4161,57,4161,57,Santiago,12/13/2019
EDIFICIO PARQUE HIPODROMO,8,809,Available,3,2,NW,70,5296,75.66,5296,75.66,Santiago,9/29/2022 12:30
EDIFICIO SAN CRISTÓBAL,8,801,Available,3,2,SW,82,5062,61.73,5062,61.73,Santiago,5/17/2022 22:23
EDIFICIO SAN CRISTÓBAL,8,802,Promised,3,2,SE,81,4924,60.79,4924,60.79,Santiago,11/5/2019 23:59
EDIFICIO SAN CRISTÓBAL,8,803,Promised,2,2,E,60,3924,65.4,3924,65.4,Santiago,2/22/2021 23:59
EDIFICIO SAN CRISTÓBAL,8,805,Available,3,2,NE,73,4856,66.52,4856,66.52,Santiago,10/31/2022 15:45
EDIFICIO SAN CRISTÓBAL,8,806,Available,3,2,NW,82,4887,59.6,4887,59.6,Santiago,10/15/2022 17:27
EDIFICIO SAN IGNACIO,8,801,Sold,3,2,NE,68,3519,51.75,3519,51.75,Santiago,1/3/2019
EDIFICIO SAN IGNACIO,8,802,Sold,2,1,N,49,2620,53.47,2620,53.47,Santiago,1/16/2019
EDIFICIO SAN IGNACIO,8,803,Sold,2,2,N,56,2950,52.68,2950,52.68,Santiago,3/8/2019
EDIFICIO SAN IGNACIO,8,804,Sold,3,2,NW,68,3560,52.35,3560,52.35,Santiago,7/25/2019
EDIFICIO SAN IGNACIO,8,805,Sold,3,2,SW,68,3585,52.72,3585,52.72,Santiago,1/16/2019
EDIFICIO SAN IGNACIO,8,806,Sold,2,2,S,55,3005,54.64,3005,54.64,Santiago,3/8/2019
EDIFICIO SAN IGNACIO,8,807,Sold,2,1,S,47,2500,53.19,2500,53.19,Santiago,2/1/2019
EDIFICIO SAN IGNACIO,8,808,Sold,3,2,SE,68,3550,52.21,3550,52.21,Santiago,3/22/2019
EdificioTerraza Vivaceta,8,801,Available,3,2,NE,70,5021,71.73,5021,71.73,Santiago,7/13/2022 14:54
EdificioTerraza Vivaceta,8,802,Available,2,1,N,50,3613,72.26,3613,72.26,Santiago,7/13/2022 13:50
EdificioTerraza Vivaceta,8,803,Available,2,1,N,50,3613,72.26,3613,72.26,Santiago,7/13/2022 13:51
EdificioTerraza Vivaceta,8,804,Available,2,1,N,49,3613,73.73,3613,73.73,Santiago,7/13/2022 13:49
EdificioTerraza Vivaceta,8,805,Available,2,1,N,49,3613,73.73,3613,73.73,Santiago,7/13/2022 13:49
EdificioTerraza Vivaceta,8,806,Available,2,1,N,50,3613,72.26,3613,72.26,Santiago,7/13/2022 13:50
EdificioTerraza Vivaceta,8,807,Available,2,1,N,50,3613,72.26,3613,72.26,Santiago,7/13/2022 13:50
EdificioTerraza Vivaceta,8,808,Available,2,1,N,55,3804,69.16,3804,69.16,Santiago,7/13/2022 13:51
EdificioTerraza Vivaceta,8,809,Available,2,2,N,64,4232,66.13,4232,66.13,Santiago,7/13/2022 14:39
EdificioTerraza Vivaceta,8,810,Available,2,2,S,64,4232,66.13,4232,66.13,Santiago,7/13/2022 14:39
EdificioTerraza Vivaceta,8,811,Available,2,1,S,55,4010,72.91,4010,72.91,Santiago,7/13/2022 13:51
EdificioTerraza Vivaceta,8,812,Available,2,1,S,48,3866,80.54,3866,80.54,Santiago,7/13/2022 13:49
EdificioTerraza Vivaceta,8,813,Available,2,2,S,57,4155,72.89,4155,72.89,Santiago,7/13/2022 14:39
EdificioTerraza Vivaceta,8,814,Available,2,2,S,57,4155,72.89,4155,72.89,Santiago,7/13/2022 14:38
EdificioTerraza Vivaceta,8,815,Available,2,2,S,57,4155,72.89,4155,72.89,Santiago,7/13/2022 14:38
EdificioTerraza Vivaceta,8,816,Available,2,2,S,57,4155,72.89,4155,72.89,Santiago,7/13/2022 14:38
EdificioTerraza Vivaceta,8,817,Available,2,2,S,57,4155,72.89,4155,72.89,Santiago,7/13/2022 14:39
EdificioTerraza Vivaceta,8,818,Available,3,2,SE,70,5021,71.73,5021,71.73,Santiago,7/13/2022 14:54
GRAN PACIFICO IV,8,801,Available,2,2,NW,60,3935,65.58,3935,65.58,Santiago,9/22/2021 19:27
GRAN PACIFICO IV,8,802,Available,1,1,W,44,3370,76.59,3370,76.59,Santiago,9/22/2021 14:46
GRAN PACIFICO IV,8,803,Available,2,2,SW,60,3772,62.87,,,Santiago,
GRAN PACIFICO IV,8,804,Available,4,3,SE,97,6000,61.86,6000,61.86,Santiago,3/2/2020 19:21
GRAN PACIFICO IV,8,805,Available,4,3,NE,97,6163,63.54,6163,63.54,Santiago,3/9/2020 22:43
MIRADOR DE LA RECOLETA,8,401,Sold,3,2,NW,156,7140,45.77,7140,45.77,Santiago,7/7/2022
MIRADOR DE LA RECOLETA,8,801,Sold,3,2,NW,78,2974,38.13,2974,38.13,Santiago,1/4/2019
MIRADOR DE LA RECOLETA,8,802,Sold,2,2,N,60,2745,45.75,2745,45.75,Santiago,1/4/2019
MIRADOR DE LA RECOLETA,8,803,Sold,1,1,N,40,2207,55.18,2207,55.18,Santiago,1/4/2019
MIRADOR DE LA RECOLETA,8,804,Sold,2,2,N,60,2949,49.15,2949,49.15,Santiago,1/4/2019
MIRADOR DE LA RECOLETA,8,805,Sold,3,2,NE,78,2979,38.19,2979,38.19,Santiago,1/4/2019
